avg_T51,avg_T106,avg_T107,avg_T227,avg_T108,size,coordx,coordy,Label_id,batch_label,batch_label_color
1.2965977191925049,2.044461727142334,3.9806275367736816,2.358398675918579,2.3265607357025146,4.0,48.84019470214844,-22.179174423217773,182,0,#ff7f0e
4.781832218170166,2.3019750118255615,4.12019681930542,1.978462815284729,2.2338783740997314,18.0,-37.7922477722168,44.15232849121094,183,2,#ffbb78
3.845306158065796,3.1060547828674316,1.4522761106491089,1.9296847581863403,1.269762635231018,15.0,-57.97442626953125,36.60615539550781,184,1,#2ca02c
2.1587395668029785,3.602128267288208,1.8809653520584106,1.5981563329696655,1.481523036956787,2.0,-7.314894676208496,-0.6627047657966614,185,1,#2ca02c
4.098332405090332,2.943523406982422,2.1601712703704834,2.8490188121795654,2.063540458679199,66.0,58.71403121948242,31.89012908935547,186,3,#1f77b4
2.4393842220306396,2.295030355453491,2.199242353439331,2.531865358352661,2.883021354675293,15.0,63.491634368896484,-38.286563873291016,187,4,#aec7e8
5.605897426605225,3.1260390281677246,2.1417253017425537,4.2999773025512695,2.586503267288208,11.0,23.014881134033203,-76.92477416992188,188,3,#1f77b4
2.92956280708313,2.682433843612671,4.507967472076416,2.012035608291626,2.8092658519744873,39.0,42.73910140991211,-9.052023887634277,189,0,#ff7f0e
2.936716318130493,2.5691816806793213,2.9915709495544434,3.4053845405578613,3.005309820175171,27.0,-5.7078399658203125,34.7027473449707,190,4,#aec7e8
3.5214011669158936,1.9647128582000732,4.337584495544434,2.848194122314453,3.7687366008758545,10.0,-19.068748474121094,15.012272834777832,191,0,#ff7f0e
3.2532119750976562,2.209111452102661,1.7452129125595093,2.906346082687378,2.061279058456421,28.0,-24.82124900817871,63.92369842529297,192,3,#1f77b4
3.4151666164398193,2.934481382369995,3.1214253902435303,2.4785845279693604,2.3354434967041016,158.0,-23.069997787475586,21.603487014770508,193,0,#ff7f0e
4.002957344055176,3.4771766662597656,2.8278887271881104,2.908489227294922,2.9432389736175537,7.0,-30.841388702392578,-47.82707595825195,194,3,#1f77b4
3.451328992843628,2.1716558933258057,2.5610742568969727,1.7134430408477783,2.048187017440796,27.0,-64.28984069824219,17.792116165161133,195,2,#ffbb78
3.0559134483337402,3.7666778564453125,2.8855936527252197,3.0496697425842285,3.2222325801849365,28.0,59.89775466918945,7.253610134124756,196,3,#1f77b4
3.4829366207122803,2.6940104961395264,2.6467249393463135,2.474156379699707,2.296400785446167,18.0,-40.240474700927734,12.692363739013672,197,3,#1f77b4
2.7761499881744385,2.0109827518463135,1.9270848035812378,1.4844298362731934,2.157416343688965,11.0,-54.96470642089844,-15.368804931640625,198,0,#ff7f0e
2.6023476123809814,2.8874850273132324,4.280495643615723,2.2922770977020264,3.8099184036254883,25.0,42.75825500488281,68.63442993164062,199,0,#ff7f0e
3.9277403354644775,1.7673068046569824,2.841602325439453,2.6240639686584473,1.9386261701583862,15.0,42.64726257324219,-36.97359848022461,200,2,#ffbb78
1.9697552919387817,1.7466087341308594,1.3635890483856201,2.4105870723724365,1.7206344604492188,2.0,12.127500534057617,-17.637035369873047,201,3,#1f77b4
3.9111897945404053,3.9200170040130615,2.0309178829193115,3.3664352893829346,3.510035753250122,50.0,-6.712982654571533,-91.35324096679688,202,3,#1f77b4
2.379225254058838,2.0227575302124023,3.8569929599761963,2.3233516216278076,2.339733362197876,23.0,-6.620456695556641,-3.589082717895508,203,0,#ff7f0e
3.803273916244507,3.2153160572052,4.770512580871582,1.5990129709243774,2.7856037616729736,34.0,-80.79898834228516,-2.4749348163604736,204,0,#ff7f0e
3.9853925704956055,1.878250241279602,1.4780751466751099,2.769040822982788,2.4237782955169678,1.0,-25.236499786376953,63.886375427246094,205,3,#1f77b4
3.611927032470703,2.4032516479492188,2.485440254211426,2.7702770233154297,2.36628794670105,98.0,-49.7366828918457,18.043251037597656,206,3,#1f77b4
2.5136263370513916,2.3921077251434326,2.927839994430542,2.7058801651000977,0.9884864091873169,1.0,-5.360859394073486,-18.017715454101562,207,3,#1f77b4
2.464611768722534,2.845475912094116,5.218038558959961,2.6109790802001953,3.4430243968963623,19.0,-86.64263916015625,-8.634511947631836,208,0,#ff7f0e
2.042015552520752,2.3150641918182373,4.224425792694092,3.376814365386963,2.6708102226257324,21.0,90.15406036376953,-6.164278984069824,209,4,#aec7e8
4.802577972412109,2.671964645385742,2.415727376937866,2.38090181350708,2.0879502296447754,2.0,-60.18573760986328,22.02495765686035,210,2,#ffbb78
3.729996919631958,2.772139072418213,3.1142001152038574,3.0149471759796143,2.601376533508301,52.0,-27.853370666503906,10.073517799377441,211,3,#1f77b4
4.780888080596924,3.8489794731140137,3.124600887298584,2.8933298587799072,3.1171040534973145,15.0,-48.20481872558594,24.601655960083008,212,3,#1f77b4
3.5891239643096924,2.016906499862671,2.94030499458313,2.8805832862854004,3.0669782161712646,7.0,-18.438884735107422,-71.15011596679688,213,4,#aec7e8
2.855024576187134,2.2017743587493896,2.9845046997070312,3.0943763256073,2.8126723766326904,19.0,-2.7849178314208984,-20.97379493713379,214,4,#aec7e8
