avg_T107,size,coordx,coordy,Label_id,batch_label,batch_label_color
4.934270858764648,11.0,41.05539321899414,-51.136962890625,75,4,#ff7f0e
2.5272598266601562,2.0,0.18257176876068115,4.784898281097412,76,1,#aec7e8
0.6444185972213745,17.0,-31.947431564331055,69.24886322021484,77,0,#ffbb78
3.6882262229919434,2.0,-32.417869567871094,-14.65511703491211,78,2,#1f77b4
4.570706367492676,2.0,17.902578353881836,-34.0069580078125,79,3,#2ca02c
4.212876319885254,7.0,8.151436805725098,-32.7938232421875,80,3,#2ca02c
4.602406024932861,6.0,34.97828674316406,-24.752410888671875,81,3,#2ca02c
3.4393398761749268,9.0,5.567952632904053,-19.277727127075195,82,2,#1f77b4
1.096258521080017,12.0,-35.28634262084961,76.48563385009766,83,0,#ffbb78
5.0651116371154785,10.0,36.61544418334961,-15.875692367553711,84,4,#ff7f0e
4.725123882293701,69.0,27.561025619506836,-30.929546356201172,85,4,#ff7f0e
4.98974084854126,6.0,58.70658874511719,-1.6456161737442017,86,4,#ff7f0e
3.993136167526245,18.0,-39.00916290283203,-14.385750770568848,87,2,#1f77b4
4.361923694610596,4.0,39.630218505859375,-46.65650939941406,88,3,#2ca02c
3.169412612915039,14.0,15.513651847839355,3.8019001483917236,89,1,#aec7e8
4.0291924476623535,35.0,-46.498085021972656,-55.39555358886719,90,2,#1f77b4
2.0303986072540283,2.0,23.337154388427734,47.160972595214844,91,0,#ffbb78
3.4204795360565186,109.0,-25.26170539855957,-11.087746620178223,92,1,#aec7e8
5.279891014099121,8.0,62.75691604614258,-10.313711166381836,93,4,#ff7f0e
0.987943708896637,12.0,-30.246923446655273,67.04387664794922,94,0,#ffbb78
3.7827179431915283,69.0,-54.137542724609375,-25.824167251586914,95,2,#1f77b4
4.378162384033203,2.0,-41.54664611816406,-57.194664001464844,96,3,#2ca02c
3.648862361907959,2.0,15.625669479370117,-23.979503631591797,97,2,#1f77b4
